,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
57,Udhwuville,Wfcxbland,9.307,38.311,9.075,52.031,102.729,15.935,2.022,23.645,100.176,1.956,140.389,65.396,7.002,57.049,37.227,23.221,57.425,6.395,21.658,1.53,21.69,9.328,66.995,51.959,64.394,4.564,10.364,73.126,12.715,0.081,40.84,1.317,17.954,12.705,2.487,41.389,65.367,4.714,15.779,17.291,24.482,64.268,64.568,102.827,1.031,55.693,19.36,4.313,96.675,17.339,29.223,79.261,16.016,14.912,27.158,1
58,Agbizvzville,Krstryland,9.558,34.938,7.164,24.581,69.826,33.237,52.084,7.066,56.174,1.243,10.734,52.567,51.495,22.4,85.142,1.09,48.542,122.903,37.747,1.639,12.048,83.161,59.457,132.229,95.805,4.269,7.622,85.866,22.686,3.546,7.919,36.956,18.709,83.693,92.794,27.531,61.211,75.226,90.191,66.877,22.018,48.998,55.837,26.248,15.087,104.131,64.177,81.266,24.753,38.047,78.018,19.128,25.488,6.3,45.323,1
59,Fmmzbcjjville,Srkaland,11.599,32.964,7.097,19.249,25.109,33.818,20.423,18.089,14.276,1.894,51.941,36.402,67.158,1.446,60.1,70.661,42.251,48.429,98.157,1.559,47.484,9.142,40.401,18.231,18.562,22.746,49.751,14.769,74.126,3.633,85.585,24.104,34.078,83.029,28.381,39.289,29.995,33.859,48.399,7.004,108.789,80.012,2.663,106.426,4.262,106.389,7.356,9.969,75.573,88.128,102.206,63.165,60.903,62.898,96.923,1
60,Mgkwlville,Bnqvztland,11.921,38.84,5.606,13.915,13.038,0.33,79.742,76.97,125.083,1.451,36.694,10.165,11.43,44.366,46.078,7.02,34.235,91.58,5.334,2.671,60.059,23.949,18.881,21.67,34.616,4.775,103.844,68.236,40.355,3.032,56.263,72.788,78.493,47.548,28.975,37.938,45.921,3.144,88.635,82.657,108.143,46.863,4.491,45.638,66.075,98.568,45.441,107.111,20.743,107.185,84.774,42.871,5.12,8.48,76.888,1
61,Acrngtville,Ndwkklland,13.251,27.647,7.048,6.848,88.952,127.036,90.531,39.438,54.974,1.879,52.059,48.714,64.071,31.103,83.606,2.131,110.837,85.713,113.969,0.903,11.122,35.289,118.404,14.275,68.929,37.689,28.911,61.949,59.864,0.624,31.905,32.84,111.057,54.491,13.06,69.597,21.746,4.094,23.83,97.283,5.653,62.889,23.137,25.895,17.114,17.295,6.728,68.746,46.667,27.695,82.942,42.832,26.798,14.21,67.121,0
62,Lovxoehville,Xtmamxland,6.269,42.376,8.66,3.07,54.295,87.866,15.684,58.523,23.888,2.1,92.429,53.113,96.292,49.982,52.52,22.311,3.241,102.933,53.625,1.293,18.19,15.808,56.359,37.44,74.503,6.324,66.554,47.34,7.276,3.623,54.895,83.418,12.409,133.998,80.052,64.966,116.116,61.908,8.615,20.284,1.568,23.529,67.795,109.07,38.075,128.454,102.27,0.293,56.379,45.769,104.422,62.761,64.48,0.838,16.822,1
63,Agbizvzville,Ozmssland,11.533,37.316,7.903,3.478,46.766,15.174,33.488,29.541,98.088,1.766,55.747,101.349,65.528,33.322,22.533,39.317,35.479,91.09,86.197,2.714,38.824,14.284,77.303,69.748,92.188,20.841,91.376,76.374,8.555,5.418,70.661,78.703,11.425,94.345,27.694,65.506,13.862,59.165,34.201,89.916,15.438,82.726,60.202,19.296,6.456,58.737,25.053,64.027,133.565,38.547,46.039,4.95,1.994,16.293,14.022,1
64,Mffvdville,Edxbsland,4.675,46.225,8.453,111.791,110.892,11.251,72,24.674,49.696,1.103,66.578,59.414,16.857,71.474,58.666,5.413,72.833,44.363,90.938,0.581,4.893,36.803,45.579,35.776,115.334,89.003,73.253,50.558,24.635,3.012,117.699,46.965,22.888,85.149,45.084,75.272,106.727,95.513,96.373,91.128,23.903,72.09,27.541,8.884,66.924,78.033,54.99,86.347,66.528,13.633,36.813,18.367,14.916,115.872,97.965,0
65,Uovylgville,Bzzwland,6.895,31.447,10.155,73.453,44.374,30.785,7.864,126.746,72.981,2.092,23.152,51.743,119.393,25.241,54.841,8.161,71.113,4.501,124.262,1.685,34.415,42.055,49.199,9.426,6.766,84.513,38.649,51.478,36.544,2.768,34.334,8.886,50.391,23.119,22.658,44.524,38.896,51.219,13.484,12.931,47.348,38.556,26.625,101.639,23.87,5.713,21.375,40.524,109.515,17.592,6.653,95.829,28.629,114.86,11.728,1
66,Udhwuville,Ajlqkhland,16.408,24.915,8.445,66.032,11.153,46.741,46.524,93.191,18.51,2.205,26.201,33.001,29.87,6.418,34.993,100.337,63.015,49.322,3.918,2.071,3.264,93.5,87.106,104.142,21.91,60.399,2.756,2.838,27.588,3.374,8.97,117.842,18.8,34.227,7.733,20.47,67.939,11.138,44.918,40.922,59.866,9.067,96.698,21.538,61.251,68.587,80.873,22.4,81.813,41.95,78.508,43.609,8.744,38.666,118.366,1
67,Mffvdville,Oexcsiland,7.986,42.205,10.693,123.545,80.398,67.83,26.502,60.459,7.514,1.432,71.204,50.149,12.527,72.564,81.604,84.641,84.657,11.632,43.128,0.558,19.08,86.12,47.072,10.616,13.301,38.278,42.434,1.882,8.255,1.321,16.394,122.227,13.384,17.459,23.3,64.893,108.971,9.167,124.557,111.258,52.854,126.632,64.366,49.536,97.546,17.88,31.092,47.73,44.633,46.914,19.982,4.214,30.161,107.574,52.053,1
68,Mffvdville,Flippland,9.055,36.575,10.622,21.471,3.764,51.766,21.533,79.218,45.473,1.323,81.122,87.176,10.772,60.433,7.087,25.587,20.234,45.823,65.025,1.317,88.181,77.625,32.845,3.6,38.097,64.997,50.871,75.632,11.601,4.196,2.219,9.519,78.842,50.043,14.729,44.284,45.245,33.892,60.182,79.526,45.958,6.739,75.269,138.722,38.382,11.905,61.209,36.52,47.578,103.54,99.745,43.378,102.082,35.528,94.57,0
69,Fuzbhwuville,Txvvland,5.408,38.208,6.607,3.6,1.189,102.107,5.336,14.873,44.857,2.094,48.76,58.082,70.274,29.257,9.224,29.843,80.919,95.13,39.022,1.786,116.132,112.97,16.785,3.676,140.657,85.838,50.923,77.24,39.851,0.894,21.403,71.631,62.371,13.699,118.615,48.423,8.622,3.216,66.556,10.92,59.616,94.978,80.57,17.566,79.535,52.892,77.951,1.283,43.326,8.391,71.573,7.562,33.134,101.843,16.897,1
70,Apzjbbville,Ljkphland,9.414,32.897,6.776,13.681,32.208,15.204,28.196,96.671,104.297,1.852,33.941,94.863,65.643,107.74,48.285,31.899,25.064,51.741,100.799,2.58,139.832,20.442,24.164,25.486,116.816,121.277,44.819,4.815,50.208,2,91.201,40.488,69.643,118.448,67.461,81.599,35.651,93.463,25.678,136.477,36.756,13.781,123.018,83.722,81.048,89.362,44.341,57.989,5.008,49.895,90.403,36.5,45.516,46.338,46.823,1
71,Lxvlsville,Ekyiqgland,12.678,44.773,8.68,51.957,109.922,36.035,28.188,18.663,8.493,2.188,1.81,7.577,1.385,93.941,12.156,60.284,84.187,50.605,45.505,2.135,103.086,45.844,67.243,37.049,51.478,54.218,27.643,48.11,26.872,2.603,59.965,106.831,56.866,61.965,93.879,87.968,58.249,14.774,56.303,27.992,33.563,37.884,29.087,123.453,69.421,81.233,78.241,67.44,50.456,19.384,97.059,52.299,97.607,45.249,20.463,1
72,Jzzgyyfkville,Srkaland,10.018,31.409,9.107,13.336,65.673,23.462,105.871,38.836,88.625,2.419,37.99,72.475,97.892,6.214,138.137,20.398,47.669,55.893,34.957,0.802,44.105,54.182,37.927,29.121,69.888,21.314,49.405,36.048,23.289,4.192,50.289,55.597,77.86,13.122,21.324,72.032,43.914,34.288,37.416,27.552,1.209,32.601,15.968,41.775,15.582,40.02,112.967,48.692,50.217,37.457,26.203,130.58,22.335,18.639,73.75,1
73,Jjckkkaville,Bhrsnland,12.435,38.334,9.757,98.571,14.265,84.756,6.435,23.575,101.104,1.659,40.733,15.414,85.863,73.623,1.348,99.773,62.409,113.073,103.274,2.467,62.306,41.667,37.854,23.659,23.094,79.036,78.55,2.315,45.741,3.208,37.101,11.581,44.47,66.996,53.36,32.897,37.464,105.899,123.798,38.19,62.735,21.546,33.184,3.634,70.176,97.99,15.478,28.818,124.662,13.99,74.553,3.267,64.084,20.375,90.9,1
74,Vrnjwszville,Ixiyyhland,6.362,39.785,9.227,132.582,45.098,78.917,36.622,28.832,6.474,1.013,109.881,100.117,82.099,21.521,9.905,77.743,1.94,10.56,25.853,0.458,8.18,58.698,8.09,13.848,62.668,6.525,24.609,26.356,76.477,2.52,39.905,116.102,61.379,58.959,73.759,43.863,61.439,25.818,17.667,7.578,36.415,132.651,89.024,1.672,89.105,45.093,94.92,13.014,8.109,23.533,63.434,6.829,6.125,62.584,32.697,1
75,Fmmzbcjjville,Srkaland,11.187,27.321,8.856,35.187,33.494,58.311,10.594,73.356,31.492,0.883,33.357,10.6,36.474,56.367,28.577,37.205,83.497,37.58,98.369,1.384,15.663,43.911,31.538,65.508,12.581,42.916,19.229,32.787,91.452,3.887,124.475,28.586,1.324,44.807,94.546,55.516,63.013,75.592,10.261,19.24,10.449,73.536,111.414,89.189,23.709,50.805,73.652,53.496,38.148,59.315,48.966,48.537,84.195,6.644,5.589,1
76,Fzrzxlville,Xnrealand,7.446,39.839,11.016,11.127,62.474,2.67,68.982,18.33,43.896,1.355,7.503,132.612,57.66,54.009,64.191,19.556,74.345,1.92,28.337,1.118,73.837,2.65,35.933,19.133,110.724,21.71,62.892,19.966,89.916,0.712,9.853,65.02,23.144,107.302,14.323,10.871,6.506,57.221,2.241,108.557,43.352,12.385,16.924,4.398,99.35,36.479,9.163,37.012,34.624,47.277,47.721,35.685,38.027,0.469,59.88,1
77,Vbisoacville,Ekyiqgland,11.211,42.386,9.266,25.467,31.498,20.039,40.752,32.647,8.927,1.438,33.321,91.466,53.565,93.565,36.103,3.458,22.411,94.75,8.332,0.982,38.285,11.559,31.669,11.394,59.155,57.748,119.655,38.769,71.437,2.831,15.061,31.047,93.694,86.559,21.449,14.694,12.863,77.139,37.558,51.729,53.897,17.589,64.358,39.793,52.782,34.775,42.246,70.557,71.412,20.37,37.856,70.436,23.726,101.76,71.14,1
78,Xczpisville,Bhrsnland,8.505,28.604,7.188,5.748,42.378,76.793,66.379,71.604,81.407,0.828,5.242,47.806,37.642,91.453,114.461,18.715,37.304,92.459,62.572,0.992,22.269,99.35,56.368,65.994,37.573,6.776,28.483,6.522,0.99,0.883,51.321,3.662,39.38,50.973,44.784,55.896,10.069,112.696,4.768,66.436,113.885,33.812,11.135,34.376,72.85,7.447,33.981,54.382,104.035,33.017,22.677,23.78,42.461,70.301,50.558,0
79,Zthfewville,Srkaland,11.726,37.653,8.459,52.54,26.029,50.595,59.025,45.536,87.975,0.712,10.292,81.134,42.628,72.961,46.42,74.189,20.492,28.609,6.019,0.844,89.925,28.408,95.467,9.275,30.706,58.345,108.16,15.5,12.673,4.35,80.888,77.234,117.3,8.988,62.613,105.466,37.049,42.413,94.22,101.082,22.897,52.016,7.827,6.575,62.751,24.226,73.233,119.781,59.832,16.226,22.394,28.03,16.85,121.239,85.339,1
80,Xczpisville,Bhrsnland,10.292,46.046,8.943,10.158,119.64,3.146,3.389,54.622,28.291,2.155,116.353,71.155,38.071,14.704,9.595,44.691,117.084,31.987,64.686,1.934,91.734,32.322,8.608,0.419,94.023,114.227,12.121,5.059,28.576,4.331,21.632,8.535,53.481,12.183,59.956,71.269,56.684,36.755,59.353,19.051,30.427,70.145,104.183,1.641,38.543,26.809,99.11,21.076,50.5,34.424,115.855,106.268,107.679,46.475,75.859,0
81,Hocgneqfville,Ajqegzland,13.419,28.873,8.67,68.635,26.181,23.033,85.263,91.498,133.957,1.663,42.036,30.245,32.108,75.513,19.446,49.132,67.247,2.076,28.993,0.269,52.862,9.028,57.027,68.689,75.052,72.907,86.206,9.587,66.565,2.394,38.987,35.672,45.855,14.454,54.918,2.828,1.972,49.807,11.733,16.974,25.386,2.085,5.528,24.894,40.692,66.481,102.167,77.403,10.016,7.955,63.356,24.18,39.168,86.707,72.074,1
82,Agbizvzville,Vvwqnbland,12.32,44.418,6.583,38.424,61.132,72.401,17.673,5.998,26.939,1.907,75.537,3.473,79.366,60.175,33.674,51.057,63.366,118.913,45.061,0.119,49.873,11.81,28.408,75.072,59.459,53.954,62.232,26.289,113.428,3.554,61.533,114.63,37.11,14.713,26.702,50.241,4.692,131.792,83.154,47.591,44.04,17.031,11.947,45.652,56.726,73.083,2.717,86.177,63.997,24.423,33.053,25.545,43.163,1.224,48.738,1
83,Apzjbbville,Jeghland,8.891,26.008,10.119,111.741,78.169,84.983,27.7,45.153,27.539,1.895,12.53,67.468,59.278,58.935,107.102,74.898,108.091,17.779,25.822,2.056,68.265,120.011,112.094,19.369,16.331,69.863,72.643,16.175,70.877,1.18,127.731,92.023,119.688,4.68,13.958,43.319,14.74,40.737,2.338,44.434,39.951,98.223,2.161,62.263,28.817,42.346,11.923,18.534,95.882,43.007,51.144,19.648,23.796,57.967,49.158,1
84,Bopomkeyville,Kfcfdcland,12.375,34.391,9.133,17.426,75.453,36.48,91.888,41.572,6.997,1.476,12.07,55.331,41.442,10.183,23.898,68.051,30.723,129.207,9.931,1.853,130.81,113.773,72.556,96.429,43.888,67.197,55.891,10.643,27.264,2.673,29.702,122.924,56.678,56.059,17.686,39.799,79.62,82.117,121.136,5.582,9.654,38.36,100.114,93.706,18.94,28.137,70.812,4.188,59.273,89.755,57.799,28.279,7.86,56.141,48.91,1
85,Yrxpuiville,Oexcsiland,13.993,29.754,9.462,31.559,49.665,99.464,20.318,38.732,116.221,1.597,9.451,21.619,81.54,24.42,16.015,34.872,16.249,94.511,39.169,1.596,87.59,92.535,12.734,127.569,4.222,84.672,84.163,40.05,78.543,3.776,8.466,81.39,42.246,35.25,113.67,57.242,46.17,42.982,101.879,27.404,5.183,8.152,88.451,9.657,14.362,20.427,76.729,36.762,52.723,26.628,15.914,12.728,60.964,29.602,50.321,1
86,Luwmfmtwville,Hrycrjland,12.101,41.362,7.522,52.953,44.638,0.736,123.209,31.661,111.15,2.615,77.811,7.988,36.146,42.411,13.287,29.45,59.842,30.523,135.092,2.029,81.498,107.06,10.524,34.068,39.915,29.018,32.197,28.925,67.011,2.523,31.621,43.502,93.209,28.234,8.227,6.06,15.709,28.082,0.893,74.509,5.851,35.796,79.488,17.207,13.899,30.287,68.563,88.833,8.517,25.051,70.991,13.842,1.131,31.209,45.951,1
87,Smlfthcville,Zaikland,8.912,31.02,6.896,69.746,53.115,33.306,25.522,42.285,46.621,2.341,63.818,75.765,4.485,50.535,5.166,75.461,39.021,95.635,21.813,0.836,11.606,102.217,67.305,120.781,66.582,49.018,38.526,3.431,42.024,3.14,75.202,40.566,52.293,36.89,97.426,83.026,78.7,3.016,48.912,120.391,119.317,107.826,16.263,55.06,55.628,34.241,78.123,86.071,1.783,3.354,119.336,3.512,44.606,20.937,75.289,1
88,Mgkwlville,Uahnbkland,6.76,33.267,9.109,55.068,80.474,25.298,21.636,61.528,61.103,1.979,19.096,68.625,46.329,44.003,18.416,10.158,101.154,19.337,116.928,2.881,62.541,69.579,61.976,61.721,29.133,28.538,11.002,56.705,28.102,2.883,68.158,29.786,50.094,90.716,26.854,62.612,64.114,50.407,52.699,5.884,64.217,87.271,47.529,51.951,2.392,112.175,74.365,61.389,125.068,94.58,26.561,20.785,93.98,16.883,45.904,1
89,Mawxeville,Mytsland,8.835,28.47,8.149,13.521,16.417,0.161,36.371,37.376,86.732,1.158,72.856,51.187,53.45,17.274,131.157,41.12,94.365,56.603,89.875,1.678,68.458,86.402,107.387,100.049,32.687,28.614,49.105,70.738,1.485,2.555,121.073,4.888,19.419,9.055,107.082,27.413,32.07,44.297,48.215,38.226,12.506,99.603,22.633,14.632,107.037,56.581,47.469,93.05,45.196,55.055,68.38,24.314,82.972,59.434,49.232,1
90,Fuzbhwuville,Iztfland,9.078,45.235,10.077,104.907,19.212,133.788,0.356,69.086,34.971,1.804,56.218,22.526,8.456,39.407,49.269,63.909,0.185,75.764,21.575,1.615,59.354,26.631,31.382,51.638,33.575,7.213,73.982,104.694,26.448,2.879,3.229,42.607,22.31,47.688,51.945,57.599,47.154,31.053,0.861,53.362,3.507,73.689,4.135,35.544,91.249,2.642,56.711,114.058,15.058,106.104,60.084,7.93,43.971,16.562,78.512,1
91,Ovvwyville,Ajqegzland,11.793,37.111,7.656,35.682,14.16,92.72,60.468,5.469,101.828,1.484,6.753,29.001,132.844,22.683,46.583,70.084,87.421,44.201,34.963,2.026,24.596,46.927,49.19,100.223,12.481,18.719,55.144,13.577,86.06,2.395,52.087,15.326,56.635,64.016,8.472,59.867,18.464,0.406,67.529,96.425,87.906,25.308,58.196,9.248,126.531,54.398,50.045,2.093,76.239,12.987,19.752,69.575,121.19,43.866,132.304,1
92,Yrxpuiville,Mytsland,10.442,36.517,10.317,8.775,3.852,89.505,9.823,0.798,37.228,2.015,49.801,60.843,70.684,21.302,122.341,43.906,38.351,20.235,82.205,1.551,51.413,50.621,3.844,16.527,96.128,9.28,19.802,89.349,129.127,4.179,86.237,23.513,111.71,55.968,66.356,34.977,12.428,16.757,25.23,41.879,57.414,73.016,58.847,33.297,64.326,10.572,22.68,104.194,139.329,123.82,0.354,142.241,44.876,61.465,55.974,1
93,Mgkwlville,Ojbdaland,12.412,31.259,8.496,0.827,72.902,28.63,2.682,54.028,107.977,1.894,19.147,66.296,82.346,3.368,124.901,82.826,74.85,5.275,15.705,0.783,42.293,56.847,41.824,10.11,104.053,100.116,7.514,47.004,90.231,1.179,45.604,1.705,100.76,42.873,33.126,105.693,54.457,45.528,12.566,77.861,67.415,41.779,76.96,44.772,21.138,43.087,64.963,10.271,125.136,40.463,74.576,45.582,103.663,20.052,11.96,1
94,Putpatbville,Klglxeland,12.249,40.303,8.937,23.839,23.369,21.264,45.862,112.654,3.605,1.612,59.568,56.283,16.783,61.595,80.799,6.88,3.629,86.596,35.224,1.704,22.881,79.69,48.739,11.343,42.336,2.434,49.226,80.134,19.835,5.78,45.944,23.276,41.466,51.104,67.159,30.803,78.763,99.229,53.133,23.096,43.366,66.031,78.916,48.577,46.421,9.5,83.852,28.726,9.84,50.9,40.602,17.519,62.474,30.825,53.394,1
95,Zthfewville,Gxxbnqland,7.783,38.595,8.433,50.589,1.922,17.743,19.826,118.984,46.169,1.694,46.083,102.448,49.8,22.423,59.966,42.796,51.313,38.522,98.028,2.062,30.026,49.986,50.738,115.08,54.291,48.232,27.62,52.639,76.204,1.861,126.163,29.132,39.682,19.392,55.719,58.474,93.673,40.475,9.981,97.388,74.93,19.067,15.444,144.025,52.712,71.55,16.335,67.647,15.664,40.769,16.771,64.391,65.861,65.893,32.29,1
96,Xqfodville,Rgjaland,9.465,31.831,8.415,32.874,71.912,74.28,23.599,49.343,2.874,1.394,63.557,25.333,71.505,69.858,24.546,104.698,14.202,117.444,36.857,2.135,97.044,20.471,6.64,31.292,57.248,40.981,14.394,25.664,30.505,3.451,10.863,104.769,21.404,120.823,129.669,101.187,72.363,9.926,91.823,36.021,50.28,47.596,63.73,41.72,54.332,96.865,84.812,10.68,14.218,10.607,127.793,72.485,82.826,1.744,45.326,1
97,Jzzgyyfkville,Xnrealand,7.385,38.808,9.441,2.29,25.565,18.324,28.401,77.626,65.592,1.099,23.95,19.731,43.921,16.234,60.65,3.239,31.203,20.146,39.138,1.461,24.284,73.381,46.444,13.99,36.727,98.324,37.448,21.408,40.831,1.072,66.1,17.418,26.394,12.415,7.462,0.345,76.059,51.954,11.469,53.593,18.157,23.324,52.629,72.508,7.433,64.016,35.476,50.387,11.494,129.176,72.018,16.111,131.351,28.916,4.826,1
98,Etlpmville,Dlemtmland,6.745,35.915,6.434,62.2,7.425,28.841,101.165,7.191,63.632,1.55,34.972,82.312,70.538,0.17,13.739,60.584,14.584,54.096,102.415,1.987,23.422,12.169,12.537,7.031,115.294,17.679,18.75,60.35,71.781,2.603,36.142,95.603,43.872,33.502,29.677,107.921,44.66,26.166,106.939,32.983,20.296,26.714,43.28,58.693,27.394,50.076,33.483,45.724,48.305,28.626,47.212,47.239,46.783,76.118,98.232,1
99,Ficleacgville,Dlemtmland,5.287,32.239,8.264,17.573,74.894,40.603,62.444,20.293,31.724,2.395,23.161,78.814,74.787,30.67,115.796,61.716,134.911,54.743,92.176,0.465,43.84,7.967,129.725,31.489,35.255,62.321,32.748,1.96,78.904,2.546,8.371,40.385,27.871,29.217,3.704,16.461,119.552,58.591,35.497,61.455,79.156,107.282,69.87,50.66,31.293,133.176,42.951,111.316,61.419,97.998,27.932,56.043,60.294,24.451,6.915,1
100,Flbeoville,Txvvland,9.115,30.899,12.289,63.391,125.675,11.992,43.119,48.311,54.856,1.667,1.309,46.768,50.305,41.826,7.709,23.621,20.573,84.925,82.166,2.047,95.45,90.738,33.48,15.046,74.711,86.554,114.176,33.465,34.207,3.997,29.969,61.379,15.065,21.437,25.599,23.811,12.26,78.996,53.901,90.119,26.288,97.886,22.504,37.798,1.131,47.867,29.705,34.412,24.469,19.65,49.977,19.538,48.481,25.111,73.78,1
101,Xpboqville,Uahnbkland,9.416,40.81,5.528,118.377,72.429,31.373,1.959,37.033,12.234,0.563,63.785,113.82,121.011,64.4,126.37,73.073,80.57,85.897,27.884,1.981,7.989,50.116,69.42,64.082,7.116,28.545,87.092,54.813,61.866,3.638,50.732,22.615,86.676,18.82,85.734,141.784,32.783,18.212,56.364,40.879,46.475,97.232,107.737,43.441,115.34,16.461,66.512,128.997,22.314,34.052,29.941,34.59,47.611,55.648,61.125,1
102,Jjckkkaville,Ayqbland,13.259,35.587,5.796,49.012,38.074,0.999,22.384,33.888,111.217,1.75,70.749,6.842,14.123,56.244,5.887,107.457,74.497,85.788,39.733,1.469,62.082,50.17,33.251,126.331,18.889,132.008,36.799,67.51,70.051,2.05,50.804,1.82,50.831,78.264,48.507,70.276,0.541,42.275,81.27,38.419,11.744,10.986,106.106,122.544,72.562,15.217,43.3,65.087,103.287,37.717,13.669,33.225,0.729,98.207,48.566,0
103,Mgkwlville,Duufland,16.691,39.741,8.001,111.808,38.108,14.659,55.241,9.228,29.659,1.55,34.351,29.342,11.35,29.367,49.333,59.936,6.797,51.99,5.323,1.72,54.839,89.128,31.37,57.568,70.14,23.14,0.206,88.025,7.194,4.365,75.299,43.017,56.458,7.998,46.85,29.339,118.729,38.723,120.801,2.752,54.603,38.398,8.953,72.772,31.597,31.889,63.458,0.141,31.678,63.42,55.515,84.669,84.697,133.977,65.466,1
104,Udhwuville,Oexcsiland,13.693,25.179,10.599,10.925,121.128,74.411,17.346,56.939,15.237,1.247,93.995,56.63,107.332,36.025,11.025,55.302,17.885,10.922,86.804,1.827,16.146,4.616,13.039,45.672,88.099,70.898,47.132,40.466,3.086,2.83,42.874,121.305,7.554,35.042,6.907,117.848,29.926,52.087,56.799,48.629,86.818,127.637,82.943,62.981,29.069,43.62,38.124,47.823,30.592,9.574,46.215,33.092,44.817,51.825,24.917,1
105,Xqfodville,Srkaland,12.408,30.336,7.171,19.313,55.562,32.057,53.097,23.113,73.981,1.897,45.04,48.41,117.008,79.457,11.148,59.051,108.565,57.033,32.495,2.753,13.813,10.426,86.209,9.882,109.005,78.056,110.535,42.462,52.046,0.501,41.277,73.323,36.396,43.157,11.658,58.687,96.337,17.396,78.237,60.996,40.7,100.254,128.415,54.556,127.57,41.721,85.719,7.739,56.435,29.091,54.318,91.095,34.313,93.076,98.583,1
106,Khypvpywville,Ekyiqgland,8.819,33.628,8.682,23.974,39.486,15.324,41.052,2.324,28.153,1.452,22.486,30.635,4.845,55.945,20.795,38.325,40.446,13.7,49.16,1.738,0.881,18.805,55.998,94.008,72.914,85.817,35.174,124.424,2.69,1.716,86.114,5.16,30.158,89.471,26.442,128.537,55.951,33.835,40.859,9.139,19,9.446,57.728,24.528,86.852,96.236,105.553,94.771,60.399,31.429,12.242,63.95,114.679,18.009,12.194,1
107,Xcxhsismville,Oexcsiland,9.562,42.079,8.278,14.564,89.135,4.554,138.832,58.365,54.994,1.69,63.735,22.864,92.768,15.704,102.755,33.479,72.816,50.359,8.626,1.348,9.972,27.281,98.101,45.199,25.415,29.017,3.648,72.273,51.663,3.957,14.97,23.227,90.746,3.355,32.403,54.708,0.925,59.705,77.858,95.395,16.687,52.782,28.056,47.198,40.531,3.85,29.631,15.551,87.844,54.501,15.963,43.802,4.237,53.466,49.918,1
108,Alyptville,Bhrsnland,9.214,37.888,8.875,61.9,91.547,36.671,9.257,73.428,65.968,1.731,9.506,33.91,57.258,22.259,106.667,88.822,41.809,7.823,43.719,1.173,69.165,28.803,121.996,88.258,12.597,78.139,20.096,25.805,4.53,2.394,115.135,38.398,61.192,86.548,39.174,27.53,87.581,42.706,60.688,41,73.71,26.996,50.691,27.535,55.274,0.525,1.552,30.455,5.112,6.255,87.775,84.921,52.405,18.628,5.148,1
109,Fbfvbvville,Ayqbland,14.425,46.435,8.414,39.568,40.072,26.253,14.054,17.809,36.003,1.07,42.137,50.862,6.155,22.849,1.591,100.478,130.719,73.341,33.804,1.137,12.639,39.012,59.052,29.849,10.923,18.206,16.324,8.834,34.868,3.301,6.365,31.152,41.844,45.209,42.503,46.753,35.513,107.057,62.144,8.564,108.25,64.017,90.857,2.531,18.5,6.559,53.52,73.143,42.962,7.484,21.072,28.45,51.481,77.537,48.77,1
110,Axdldqjtville,Klglxeland,11.702,43.401,9.438,45.46,2.112,48.216,46.759,76.317,12.046,2.011,34.889,9.997,13.96,54.871,48.045,73.545,55.722,21.792,45.138,2.202,16.219,71.072,73.923,19.802,29.753,80.719,44.153,98.078,48.049,2.976,52.053,70.471,48.794,89.923,78.315,8.119,9.22,57.994,81.775,2.871,6.503,53.867,11.812,37.622,76.981,78.295,1.65,0.71,67.422,66.245,64.497,36.184,9.427,40.526,15.006,1
111,Zjpwmville,Kfcfdcland,10.766,36.706,6.049,23.009,15.916,1.267,59.003,36.312,100.389,1.817,124.872,52.474,95.288,59.421,64.607,17.648,71.218,68.085,10.409,2.035,20.306,32.414,44.854,73.077,54.843,81.908,1.369,127.13,116.89,0.264,30.349,49.779,36.988,46.629,15.121,56.898,94.856,84.235,56.723,110.331,31.707,35.494,15.804,55.823,55.538,83.91,28.971,119.37,100.597,48.462,78.765,72.11,78.589,62.738,24.387,1
